type,latitude,longitude,name,address,seating_type,number_of_seats,Location,Building address,Block ID,Property ID,Base property ID,CLUE small area
Cafes and Restaurants,-37.81465,144.95707,Little Billy's Melbourne,195 William Street MELBOURNE VIC 3000,Indoor,150,"-37.79747, 144.95606",University High School 77 Story Street PARKVILLE VIC 3052,921,109209,109209,Parkville
Takeaway Food Services,-37.82453,144.96941,Little Black,Adjacent Kiosk 204-234 St Kilda Road SOUTHBANK VIC 3006,Outdoor,8,"-37.78112, 144.93992",11-49 Galada Avenue PARKVILLE VIC 3052,928,653559,653559,Parkville
Cafes and Restaurants,-37.81628,144.96045,Little Brother Kitchen & Bar,Ground & Level 1 429 Little Collins Street MELBOURNE VIC 3000,Indoor,68,"-37.79363, 144.94952",Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052,931,103908,103908,Parkville
Cafes and Restaurants,-37.80917,144.96267,Little Charley,Part 22-32 Little La Trobe Street MELBOURNE VIC 3000,Indoor,40,"-37.78533, 144.94768",State Netball Hockey Centre 10 Brens Drive PARKVILLE VIC 3052,931,107427,107427,Parkville
Cafes and Restaurants,-37.81068,144.95723,Little Chef,"Unit 101, Level 1 28 Wills Street MELBOURNE VIC 3000",Indoor & Outdoor,4,"-37.78462, 144.95163",Melbourne Zoological Gardens Elliott Avenue PARKVILLE VIC 3052,931,110273,110273,Parkville
Takeaway Food Services,-37.81532,144.95739,Little Cupcakes,"Tenancy 6, Ground 181 William Street MELBOURNE VIC 3000",Indoor & Outdoor,16,"-37.78462, 144.95163",Melbourne Zoological Gardens Elliott Avenue PARKVILLE VIC 3052,931,110273,110273,Parkville
Cafes and Restaurants,-37.80977,144.9653,The Moat Bar & Cafe,Basement 176 Little Lonsdale Street MELBOURNE VIC 3000,Indoor & Outdoor,60,"-37.79677, 144.96121",Union House Building 130 230 Grattan Street PARKVILLE VIC 3010,270,664626,104468,Parkville
Cafes and Restaurants,-37.81166,144.95325,The Moghals,369 King Street WEST MELBOURNE VIC 3003,Indoor,18,"-37.79677, 144.96121",Union House Building 130 230 Grattan Street PARKVILLE VIC 3010,270,664626,104468,Parkville
Cafes and Restaurants,-37.81703,144.95976,The Mug House,Part Ground 440 Collins Street MELBOURNE VIC 3000,Indoor & Outdoor,20,"-37.79677, 144.96121",Union House Building 130 230 Grattan Street PARKVILLE VIC 3010,270,664626,104468,Parkville
Cafes and Restaurants,-37.80397,144.97163,The Museum Cafe,Restaurant 11 Nicholson Street CARLTON VIC 3053,Indoor,200,"-37.79677, 144.96121",Union House Building 130 230 Grattan Street PARKVILLE VIC 3010,270,664626,104468,Parkville
"Pubs, Taverns and Bars",-37.81938,144.94799,The Nixon Hotel,749 Bourke Street DOCKLANDS VIC 3008,Indoor & Outdoor,150,"-37.79677, 144.96121",Old Metallurgy Building 166 230 Grattan Street PARKVILLE VIC 3010,270,664632,104468,Parkville
Cafes and Restaurants,-37.79538,144.97115,The Olive Jar,168-170 Rathdowne Street CARLTON VIC 3053,Indoor & Outdoor,75,"-37.79677, 144.96121",Arts Centre Building 199 757 Swanston Street PARKVILLE VIC 3010,270,664638,104468,Parkville
Takeaway Food Services,-37.81929,144.9592,Kobab,"Shop 2, 15 William Street MELBOURNE VIC 3000",Indoor & Outdoor,8,"-37.82303, 144.92539",49-89 Turner Street PORT MELBOURNE VIC 3207,781,110551,110551,Port Melbourne
Cafes and Restaurants,-37.81823,144.96178,Koffi Bar,Part Ground 31 Queen Street MELBOURNE VIC 3000,Indoor,36,"-37.82536, 144.90423",263-329 Lorimer Street PORT MELBOURNE VIC 3207,785,110535,110535,Port Melbourne
Cafes and Restaurants,-37.81617,144.96217,Koi Koi,"Shop 7, 360 Collins Street MELBOURNE VIC 3000",Indoor,72,"-37.82606, 144.92087",1 Phillip Court PORT MELBOURNE VIC 3207,786,602733,110589,Port Melbourne
Cafes and Restaurants,-37.82316,144.95833,Koko,Restaurant Crown Towers Hotel Crown Casino 8 Whiteman Street SOUTHBANK VIC 3006,Indoor,64,"-37.82606, 144.92087",1 Phillip Court PORT MELBOURNE VIC 3207,786,602733,110589,Port Melbourne
Cafes and Restaurants,-37.80179,144.96645,Koko Black Carlton,167 Lygon Street CARLTON VIC 3053,Indoor & Outdoor,35,"-37.82606, 144.92087",1 Phillip Court PORT MELBOURNE VIC 3207,786,602733,110589,Port Melbourne
Takeaway Food Services,-37.8109,144.96284,Kolkata Kati,"Shop 7C, LwrGround 300 Lonsdale Street MELBOURNE VIC 3000",Indoor,12,"-37.82647, 144.90498",262-276 Lorimer Street PORT MELBOURNE VIC 3207,790,589450,589450,Port Melbourne
Cafes and Restaurants,-37.81236,144.95363,Komegashi,Ground 339 King Street WEST MELBOURNE VIC 3003,Indoor,25,"-37.82798, 144.90634",38-46 Sabre Drive PORT MELBOURNE VIC 3207,790,589462,589462,Port Melbourne
Cafes and Restaurants,-37.81245,144.96847,White Tomato,160-162 Bourke Street MELBOURNE VIC 3000,Indoor,70,"-37.82303, 144.92539",49-89 Turner Street PORT MELBOURNE VIC 3207,781,110551,110551,Port Melbourne
"Pubs, Taverns and Bars",-37.81275,144.96188,Whitehart,Rear 359 Lonsdale Street MELBOURNE VIC 3000,Indoor,32,"-37.82303, 144.92539",49-89 Turner Street PORT MELBOURNE VIC 3207,781,110551,110551,Port Melbourne
Takeaway Food Services,-37.78462,144.95163,Wild Dog,Kiosk Melbourne Zoological Gardens Elliott Avenue PARKVILLE VIC 3052,Outdoor,42,"-37.82228, 144.91884",3 Central Boulevard PORT MELBOURNE VIC 3207,784,110642,110597,Port Melbourne
Cafes and Restaurants,-37.79872,144.96526,Wild Timor Coffee Carlton Pty Ltd,Part 251 Faraday Street CARLTON VIC 3053,Indoor & Outdoor,17,"-37.82536, 144.90423",263-329 Lorimer Street PORT MELBOURNE VIC 3207,785,110535,110535,Port Melbourne
Cafes and Restaurants,-37.81943,144.95951,Williams Bar Cafe,Restaurant 1 William Street MELBOURNE VIC 3000,Indoor & Outdoor,100,"-37.82536, 144.90423",263-329 Lorimer Street PORT MELBOURNE VIC 3207,785,110535,110535,Port Melbourne
Takeaway Food Services,-37.80087,144.91651,Willo & Co,207 Kensington Road WEST MELBOURNE VIC 3003,Indoor,30,"-37.82606, 144.92087",1 Phillip Court PORT MELBOURNE VIC 3207,786,602733,110589,Port Melbourne
"Pubs, Taverns and Bars",-37.80557,144.95105,Willows & Wine,Ground 315 Victoria Street WEST MELBOURNE VIC 3003,Indoor & Outdoor,20,"-37.8299, 144.9171",46-62 Cook Street PORT MELBOURNE VIC 3207,787,640573,640573,Port Melbourne
"Pubs, Taverns and Bars",-37.8089,144.95264,Witches In Britches Pty Ltd,78-86 Dudley Street WEST MELBOURNE VIC 3003,Indoor,350,"-37.8299, 144.9171",46-62 Cook Street PORT MELBOURNE VIC 3207,787,640573,640573,Port Melbourne
Cafes and Restaurants,-37.80404,144.96296,Wokks,Part 609 Swanston Street CARLTON VIC 3053,Indoor,80,"-37.82647, 144.90498",262-276 Lorimer Street PORT MELBOURNE VIC 3207,790,589450,589450,Port Melbourne
"Pubs, Taverns and Bars",-37.80116,144.94964,Limerick Castle Hotel & Restaurant,Limerick Castle Hotel & Restaurant 161-163 Errol Street NORTH MELBOURNE VIC 3051,Indoor,60,"-37.83428, 144.98145",157-159 Domain Road SOUTH YARRA VIC 3141,861,102502,102502,South Yarra
Cafes and Restaurants,-37.81545,144.96876,Liminal Melbourne,Lobby 161 Collins Street MELBOURNE VIC 3000,Indoor,112,"-37.8343, 144.98195",175-177 Domain Road SOUTH YARRA VIC 3141,861,102504,102504,South Yarra
Cafes and Restaurants,-37.80134,144.96273,Lincoln Bakery Cafe,154 Bouverie Street CARLTON VIC 3053,Outdoor,36,"-37.83431, 144.98204",179-181 Domain Road SOUTH YARRA VIC 3141,861,102505,102505,South Yarra
Cafes and Restaurants,-37.81431,144.96629,L'Incontro,140 Swanston Street MELBOURNE VIC 3000,Indoor & Outdoor,20,"-37.83434, 144.98226",185-189 Domain Road SOUTH YARRA VIC 3141,861,102507,102507,South Yarra
Cafes and Restaurants,-37.82072,144.9663,Lindt,"Shop 9-10, Ground 3 Southgate Avenue SOUTHBANK VIC 3006",Indoor,40,"-37.83714, 144.97931",2-14 Hope Street SOUTH YARRA VIC 3141,862,109532,109532,South Yarra
Cafes and Restaurants,-37.81228,144.9841,Zouki Cafe,Part Ground 159 Grey Street EAST MELBOURNE VIC 3002,Indoor,68,"-37.83432, 144.9817",161-173 Domain Road SOUTH YARRA VIC 3141,861,102503,102503,South Yarra
Cafes and Restaurants,-37.80887,144.97626,Zouki Cafe Eye & Ear Hospital,Part Ground 32 Gisborne Street EAST MELBOURNE VIC 3002,Indoor,52,"-37.83432, 144.9817",161-173 Domain Road SOUTH YARRA VIC 3141,861,102503,102503,South Yarra
Cafes and Restaurants,-37.81152,144.9774,Zouki on the Park,Part Ground 2 St Andrews Place EAST MELBOURNE VIC 3002,Indoor & Outdoor,20,"-37.8343, 144.98195",175-177 Domain Road SOUTH YARRA VIC 3141,861,102504,102504,South Yarra
Cafes and Restaurants,-37.81637,144.95781,Zuppa,510 Little Collins Street MELBOURNE VIC 3000,Indoor & Outdoor,30,"-37.83431, 144.98204",179-181 Domain Road SOUTH YARRA VIC 3141,861,102505,102505,South Yarra
Takeaway Food Services,-37.81697,144.95677,Kardo Cafe,"Shop 7, 540 Little Collins Street MELBOURNE VIC 3000",Indoor,6,"-37.82787, 144.95934",58 Clarke Street SOUTHBANK VIC 3006,732,110468,110468,Southbank
Cafes and Restaurants,-37.80539,144.94979,Katmandu Cottage,Ground 351 Victoria Street WEST MELBOURNE VIC 3003,Indoor & Outdoor,60,"-37.82843, 144.96802",6-12 Miles Street SOUTHBANK VIC 3006,742,111297,111297,Southbank
Cafes and Restaurants,-37.81813,144.94735,Katsu House,Shop 9 Level 4 Concourse 744 Bourke Street DOCKLANDS VIC 3008,Indoor & Outdoor,14,"-37.83069, 144.96623",80 Dorcas Street SOUTHBANK VIC 3006,746,110438,110437,Southbank
Cafes and Restaurants,-37.79361,144.92993,Kazbah Egyptian Street Food,174 Bellair Street KENSINGTON VIC 3031,Indoor & Outdoor,18,"-37.82998, 144.96796",63-75 Coventry Street SOUTHBANK VIC 3006,747,627248,627248,Southbank
Cafes and Restaurants,-37.80415,144.96602,Kazuki's Restaurant,121 Lygon Street CARLTON VIC 3053,Indoor,40,"-37.82453, 144.96941",University of Melbourne Southbank Campus 234 St Kilda Road SOUTHBANK VIC 3006,751,108654,108654,Southbank
Cafes and Restaurants,-37.81938,144.94799,Kebab & Gozleme Cafe,"Unit 3, 22 Waterview Walk DOCKLANDS VIC 3008",Indoor & Outdoor,30,"-37.82094, 144.96817",Theatres 100 St Kilda Road SOUTHBANK VIC 3006,752,108653,110733,Southbank
Takeaway Food Services,-37.80561,144.95549,Kebab Connection,Ground 320 Victoria Street NORTH MELBOURNE VIC 3051,Indoor,17,"-37.82094, 144.96817",Hamer Hall 100 St Kilda Road SOUTHBANK VIC 3006,752,110734,110733,Southbank
Takeaway Food Services,-37.81515,144.95486,Kebab Society,217 King Street MELBOURNE VIC 3000,Indoor & Outdoor,6,"-37.82094, 144.96817",Hamer Hall 100 St Kilda Road SOUTHBANK VIC 3006,752,110734,110733,Southbank
Cafes and Restaurants,-37.81567,144.95569,Kedai Satay,186 King Street MELBOURNE VIC 3000,Indoor & Outdoor,75,"-37.82094, 144.96817",Hamer Hall 100 St Kilda Road SOUTHBANK VIC 3006,752,110734,110733,Southbank
Cafes and Restaurants,-37.81452,144.96,Kenny's Bakery Cafe,Part Ground 179 Queen Street MELBOURNE VIC 3000,Indoor & Outdoor,56,"-37.82274, 144.96863",NGV International 130-200 St Kilda Road SOUTHBANK VIC 3006,752,110736,110736,Southbank
Takeaway Food Services,-37.81799,144.96244,Kenny's Bakery Cafe,"Shop 3, Ground 34 Queen Street MELBOURNE VIC 3000",Indoor & Outdoor,14,"-37.82072, 144.9663",Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,753,110606,110380,Southbank
Cafes and Restaurants,-37.7996,144.9299,Kensington Canteen,100 McClure Road KENSINGTON VIC 3031,Indoor & Outdoor,12,"-37.82072, 144.9663",Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,753,110606,110380,Southbank
Cafes and Restaurants,-37.79405,144.92876,Kensington food hall,520 Macaulay Road KENSINGTON VIC 3031,Indoor,54,"-37.82072, 144.9663",Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,753,110606,110380,Southbank
Cafes and Restaurants,-37.81431,144.97263,Kenzan Japanese Restaurant,"Shop 54-55, 45 Collins Street MELBOURNE VIC 3000",Indoor,100,"-37.82072, 144.9663",Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,753,110606,110380,Southbank
Cafes and Restaurants,-37.81296,144.98046,KereKere Green,Cafe 264 Wellington Parade EAST MELBOURNE VIC 3002,Indoor,50,"-37.82072, 144.9663",Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,753,110606,110380,Southbank
Cafes and Restaurants,-37.8254,144.95844,KFC,"Shop 102, Level 1 27 Whiteman Street SOUTHBANK VIC 3006",Indoor & Outdoor,75,"-37.82072, 144.9663",Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,753,110606,110380,Southbank
Takeaway Food Services,-37.81329,144.938,KFC,Shop G03 6 Star Circus DOCKLANDS VIC 3008,Indoor & Outdoor,22,"-37.82072, 144.9663",Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,753,110606,110380,Southbank
Cafes and Restaurants,-37.80062,144.96364,KFC Carlton,"Shop 2, 743-751 Swanston Street CARLTON VIC 3053",Indoor & Outdoor,15,"-37.82072, 144.9663",Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,753,110606,110380,Southbank
"Pubs, Taverns and Bars",-37.8136,144.96107,Khokolat Bar,Basement 43-49 Hardware Lane MELBOURNE VIC 3000,Indoor & Outdoor,150,"-37.82038, 144.96711",Quay West Apartments 24-26 Southgate Avenue SOUTHBANK VIC 3006,753,110607,110607,Southbank
Cafes and Restaurants,-37.80444,144.9667,Killiney Kopitiam,114 Lygon Street CARLTON VIC 3053,Indoor & Outdoor,18,"-37.82038, 144.96711",Quay West Apartments 24-26 Southgate Avenue SOUTHBANK VIC 3006,753,110607,110607,Southbank
Cafes and Restaurants,-37.81431,144.95966,Korchi City,Ground 441-443 Little Bourke Street MELBOURNE VIC 3000,Indoor,60,"-37.82083, 144.96383",6 Riverside Quay SOUTHBANK VIC 3006,801,110327,110327,Southbank
Cafes and Restaurants,-37.81079,144.96826,Korean BBQ Buffet,141 Lonsdale Street MELBOURNE VIC 3000,Indoor,70,"-37.82083, 144.96383",6 Riverside Quay SOUTHBANK VIC 3006,801,110327,110327,Southbank
Cafes and Restaurants,-37.81661,144.95955,Korean Healthy Food BBQ Box,Part Ground 459 Little Collins Street MELBOURNE VIC 3000,Indoor & Outdoor,14,"-37.82104, 144.96287",1-9 Southbank Boulevard SOUTHBANK VIC 3006,801,110335,110335,Southbank
Cafes and Restaurants,-37.81542,144.95361,Korean Table,37 Rose Lane MELBOURNE VIC 3000,Indoor,20,"-37.82104, 144.96287",1-9 Southbank Boulevard SOUTHBANK VIC 3006,801,110335,110335,Southbank
Cafes and Restaurants,-37.81116,144.96013,Krimper,Ground 20-24 Guildford Lane MELBOURNE VIC 3000,Indoor,90,"-37.82104, 144.96287",1-9 Southbank Boulevard SOUTHBANK VIC 3006,801,110335,110335,Southbank
Cafes and Restaurants,-37.81247,144.96393,Kyo Teahouse,Shop LG32 287 Lonsdale Street MELBOURNE VIC 3000,Indoor,40,"-37.82104, 144.96287",1-9 Southbank Boulevard SOUTHBANK VIC 3006,801,110335,110335,Southbank
Cafes and Restaurants,-37.82072,144.9663,La Camera,"Restaurant 1-2, Mid Lvl 3 Southgate Avenue SOUTHBANK VIC 3006",Indoor,230,"-37.82168, 144.96454",Eureka Tower 3-7 Riverside Quay SOUTHBANK VIC 3006,801,559161,559161,Southbank
Cafes and Restaurants,-37.81553,144.96434,La Creperie Saint- Germain,"Shop 9-10, Block Arcade MELBOURNE VIC 3000",Indoor & Outdoor,29,"-37.82172, 144.96218",Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,802,575820,575820,Southbank
Cafes and Restaurants,-37.81551,144.95562,La Di Da,188-200 King Street MELBOURNE VIC 3000,Indoor & Outdoor,250,"-37.82172, 144.96218",Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,802,575820,575820,Southbank
Cafes and Restaurants,-37.80497,144.95015,La Porchetta North Melbourne,Ground 478-482 Victoria Street NORTH MELBOURNE VIC 3051,Indoor,130,"-37.82316, 144.95833",Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,803,111175,110477,Southbank
Cafes and Restaurants,-37.80396,144.96669,La Spaghetteria Ristorante,132-136 Lygon Street CARLTON VIC 3053,Indoor & Outdoor,180,"-37.82316, 144.95833",Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,803,111175,110477,Southbank
Cafes and Restaurants,-37.79142,144.9353,La Tortilleria,72 Stubbs Street KENSINGTON VIC 3031,Indoor & Outdoor,10,"-37.82316, 144.95833",Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,803,111175,110477,Southbank
Cafes and Restaurants,-37.8159,144.95517,La-Figo,Ground 181-183 King Street MELBOURNE VIC 3000,Indoor,62,"-37.82316, 144.95833",Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,803,111175,110477,Southbank
Cafes and Restaurants,-37.82303,144.92539,Lai Cafe,"Suite 5, 85 Turner Street PORT MELBOURNE VIC 3207",Indoor & Outdoor,20,"-37.82316, 144.95833",Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,803,111175,110477,Southbank
Cafes and Restaurants,-37.78462,144.95163,Lakeside Bistro And Function Centre,Restaurant Melbourne Zoological Gardens Elliott Avenue PARKVILLE VIC 3052,Indoor & Outdoor,118,"-37.82316, 144.95833",Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,803,111175,110477,Southbank
Cafes and Restaurants,-37.80444,144.9667,Lambs Restaurant,98-100 Lygon Street CARLTON VIC 3053,Indoor & Outdoor,85,"-37.82316, 144.95833",Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,803,111175,110477,Southbank
Cafes and Restaurants,-37.81581,144.96064,Lanai Restaurant & Bar,Part Level 1 113 Queen Street MELBOURNE VIC 3000,Indoor & Outdoor,100,"-37.82316, 144.95833",Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,803,111175,110477,Southbank
Cafes and Restaurants,-37.81194,144.97205,Lanes Edge Cafe,39 Bourke Street MELBOURNE VIC 3000,Indoor & Outdoor,52,"-37.82316, 144.95833",Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,803,111175,110477,Southbank
Takeaway Food Services,-37.81649,144.96596,Laneway Greens,242 Flinders Lane MELBOURNE VIC 3000,Indoor,6,"-37.82316, 144.95833",Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,803,111175,110477,Southbank
Cafes and Restaurants,-37.80977,144.96145,Lanzhou Beef Noodle,Ground 382-384 Elizabeth Street MELBOURNE VIC 3000,Indoor,60,"-37.82316, 144.95833",Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,803,111175,110477,Southbank
Cafes and Restaurants,-37.80062,144.96364,Lanzhou Beef Noodle Bar,"Shop 3, 743-751 Swanston Street CARLTON VIC 3053",Indoor & Outdoor,40,"-37.82316, 144.95833",Crown Towers Hotel 8 Whiteman Street SOUTHBANK VIC 3006,803,597190,110477,Southbank
Cafes and Restaurants,-37.80579,144.95975,Lanzhou Beef Noodle Soup,520-522 Elizabeth Street MELBOURNE VIC 3000,Indoor,36,"-37.82543, 144.95232",South Wharf Retail 20-30 Convention Centre Place SOUTH WHARF VIC 3006,804,110542,110484,Southbank
Cafes and Restaurants,-37.81385,144.9612,Larder Section,"Shop 4, 37 Hardware Lane MELBOURNE VIC 3000",Indoor & Outdoor,12,"-37.82543, 144.95232",South Wharf Retail 20-30 Convention Centre Place SOUTH WHARF VIC 3006,804,110542,110484,Southbank
Cafes and Restaurants,-37.81431,144.97263,Laurent,"Shop 59, 45 Collins Street MELBOURNE VIC 3000",Indoor,54,"-37.82543, 144.95232",South Wharf Retail 20-30 Convention Centre Place SOUTH WHARF VIC 3006,804,110542,110484,Southbank
Cafes and Restaurants,-37.81609,144.98483,Laurent - Boulangerie Patisserie,148 Wellington Parade EAST MELBOURNE VIC 3002,Indoor & Outdoor,51,"-37.82543, 144.95232",South Wharf Retail 20-30 Convention Centre Place SOUTH WHARF VIC 3006,804,110542,110484,Southbank
Cafes and Restaurants,-37.81473,144.96435,Laurent Boulangerie Patisserie,"Bmt, Gnd & Mezz 306 Little Collins Street MELBOURNE VIC 3000",Indoor & Outdoor,30,"-37.82543, 144.95232",South Wharf Retail 20-30 Convention Centre Place SOUTH WHARF VIC 3006,804,110542,110484,Southbank
Takeaway Food Services,-37.81988,144.95649,Lau's Cafe 888,537 Flinders Lane MELBOURNE VIC 3000,Indoor & Outdoor,18,"-37.82543, 144.95232",Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,804,623559,110484,Southbank
Takeaway Food Services,-37.79916,144.96749,Lavezzi Gelateria,334 Lygon Street CARLTON VIC 3053,Indoor & Outdoor,4,"-37.82543, 144.95232",Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,804,623559,110484,Southbank
Takeaway Food Services,-37.81697,144.95677,LB2,"Shop 4, 540 Little Collins Street MELBOURNE VIC 3000",Indoor,16,"-37.82543, 144.95232",Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,804,623559,110484,Southbank
Cafes and Restaurants,-37.81186,144.96693,Le Charme,"Shop 1, Ground 178 Little Bourke Street MELBOURNE VIC 3000",Indoor,42,"-37.82432, 144.95343",1-27 South Wharf Promenade SOUTH WHARF VIC 3006,804,110537,110537,Southbank
Cafes and Restaurants,-37.83434,144.98226,Le Derriere by Entrecote,119 Park Street SOUTH YARRA VIC 3141,Indoor,22,"-37.82432, 144.95343",1-27 South Wharf Promenade SOUTH WHARF VIC 3006,804,110537,110537,Southbank
Cafes and Restaurants,-37.79686,144.96638,Le Miel Et Le Lune,Gnd & Flr1 330 Cardigan Street CARLTON VIC 3053,Indoor & Outdoor,35,"-37.82411, 144.95061",29-65 South Wharf Promenade SOUTH WHARF VIC 3006,804,110988,110988,Southbank
